alcohol,average_wages,cancer,employment_rate,happiness,life_at_birth,life_at_old,location,obese,pollution,smokers,social_spending,suicide,time,hours_worked,gdp,education
9.1,40.4,168.4,65.9,5.8,82.1,20.3,KOR,29.75,2083,17.3,3493.3,25.8,2015.0,2083.0,35760.697299,85.770602
8.7,40.1,165.2,66.1,6,82.4,20.5,KOR,30.9,2068,18.4,3687,24.6,2016.0,2068.0,1903410.733,86.772042
8.7,40.1,165.2,66.1,6,82.4,20.5,KOR,30.9,2068,18.4,3687,24.6,2016.0,2068.0,37142.620555,86.772042
8.7,39.9,,66.6,5.9,82.7,,KOR,30.7,2018,17.5,3824.1,,2017.0,2018.0,1998129.7266,87.611842
8.7,39.9,,66.6,5.9,82.7,,KOR,30.7,2018,17.5,3824.1,,2017.0,2018.0,38839.360233,87.611842
,,,,6.6,,,KWT,,,,,,2009.0,,,
,,,,6.8,,,KWT,,,,,,2010.0,,,
,,,,6.4,,,KWT,,,,,,2011.0,,,
,,,,6.2,,,KWT,,,,,,2012.0,,,
,,,,6.5,,,KWT,,,,,,2013.0,,,
,,,,6.2,,,KWT,,,,,,2014.0,,,
,,,,6.1,,,KWT,,,,,,2015.0,,,
,,,,5.9,,,KWT,,,,,,2016.0,,,
,,,,6.1,,,KWT,,,,,,2017.0,,,
,,,,5.4,,,LAO,,,,,,2007.0,,,
,,,,5,,,LAO,,,,,,2008.0,,,
,,,,,,,LAO,,,,,,2010.0,,,
,,,,4.7,,,LAO,,,,,,2011.0,,,
,,,,4.9,,,LAO,,,,,,2012.0,,,
,,,,,,,LAO,,,,,,2013.0,,,
,,,,,,,LAO,,,,,,2014.0,,,
,,,,,,,LAO,,,,,,2015.0,,,
,,,,,,,LAO,,,,,,2016.0,,,
,,,,4.6,,,LAO,,,,,,2017.0,,,
,,,,4.6,,,LBN,,,,,,2008.0,,,
,,,,5.2,,,LBN,,,,,,2009.0,,,
,,,,5,,,LBN,,,,,,2010.0,,,
,,,,5.2,,,LBN,,,,,,2011.0,,,
,,,,4.6,,,LBN,,,,,,2012.0,,,
,,,,5,,,LBN,,,,,,2013.0,,,
,,,,5.2,,,LBN,,,,,,2014.0,,,
,,,,5.2,,,LBN,,,,,,2015.0,,,
,,,,5.3,,,LBN,,,,,,2016.0,,,
,,,,5.2,,,LBN,,,,,,2017.0,,,
,,,,3.7,,,LBR,,,,,,2007.0,,,
,,,,4.2,,,LBR,,,,,,2008.0,,,
,,,,4.2,,,LBR,,,,,,2010.0,,,
,,,,,,,LBR,,,,,,2011.0,,,
,,,,,,,LBR,,,,,,2012.0,,,
,,,,,,,LBR,,,,,,2013.0,,,
,,,,4.6,,,LBR,,,,,,2014.0,,,
,,,,2.7,,,LBR,,,,,,2015.0,,,
,,,,3.4,,,LBR,,,,,,2016.0,,,
,,,,4.4,,,LBR,,,,,,2017.0,,,
,,,,,,,LBY,,,,,,2010.0,,,
,,,,,,,LBY,,,,,,2011.0,,,
,,,,5.8,,,LBY,,,,,,2012.0,,,
,,,,,,,LBY,,,,,,2013.0,,,
,,,,,,,LBY,,,,,,2014.0,,,
,,,,5.6,,,LBY,,,,,,2015.0,,,
,,,,5.4,,,LBY,,,,,,2016.0,,,
,,,,5.6,,,LBY,,,,,,2017.0,,,
,,,,,,,LIE,,,,,,2010.0,,,
,,,,,,,LIE,,,,,,2011.0,,,
,,,,,,,LIE,,,,,,2012.0,,,
,,,,,,,LIE,,,,,,2013.0,,,
,,,,,,,LIE,,,,,,2014.0,,,
,,,,,,,LIE,,,,,,2015.0,,,
,,,,,,,LIE,,,,,,2016.0,,,
,,,,,,,LIE,,,,,,2017.0,,,
,,,,4.4,,,LKA,,,,,,2007.0,,,
,,,,4.4,,,LKA,,,,,,2008.0,,,
,,,,4.2,,,LKA,,,,,,2009.0,,,
,,,,4,,,LKA,,,,,,2010.0,,,
,,,,4.2,,,LKA,,,,,,2011.0,,,
,,,,4.2,,,LKA,,,,,,2012.0,,,
,,,,4.4,,,LKA,,,,,,2013.0,,,
,,,,4.3,,,LKA,,,,,,2014.0,,,
,,,,4.6,,,LKA,,,,,,2015.0,,,
,,,,,,,LKA,,,,,,2016.0,,,
,,,,4.3,,,LKA,,,,,,2017.0,,,
,,,,,,,LSO,,,,,,2010.0,,,
,,,,4.9,,,LSO,,,,,,2011.0,,,
,,,,,,,LSO,,,,,,2012.0,,,
,,,,,,,LSO,,,,,,2013.0,,,
,,,,,,,LSO,,,,,,2014.0,,,
,,,,,,,LSO,,,,,,2015.0,,,
,,,,3.8,,,LSO,,,,,,2016.0,,,
,,,,3.8,,,LSO,,,,,,2017.0,,,
13.9,60,241.1,65,5.8,70.9,,LTU,,1660,,3215.3,31,2007.0,1660.0,61703.4058,88.931118
13.9,60,241.1,65,5.8,70.9,,LTU,,1660,,3215.3,31,2007.0,1660.0,19095.571569,88.931118
13.9,60.1,240.1,64.4,5.6,71.8,16,LTU,,1686,,3723.5,33.7,2008.0,1686.0,66344.1401,90.5514975
13.9,60.1,240.1,64.4,5.6,71.8,16,LTU,,1686,,3723.5,33.7,2008.0,1686.0,20744.011329,90.5514975
13.1,60.4,234.4,59.9,5.5,72.9,16.2,LTU,,1625,,4226.8,34.5,2009.0,1625.0,57393.9799,91.3186731
13.1,60.4,234.4,59.9,5.5,72.9,16.2,LTU,,1625,,4226.8,34.5,2009.0,1625.0,18145.907109,91.3186731
13.5,59.5,232.2,57.5,5.1,73.3,16.3,LTU,,1643,,3899.7,31.6,2010.0,1643.0,62226.6379,91.8988152
13.5,59.5,232.2,57.5,5.1,73.3,16.3,LTU,,1643,,3899.7,31.6,2010.0,1643.0,20090.724029,91.8988152
14.7,59.4,231.4,60.2,5.4,73.7,16.6,LTU,,1621,,3789.1,32.2,2011.0,1621.0,69205.5214,92.8668132
14.7,59.4,231.4,60.2,5.4,73.7,16.6,LTU,,1621,,3789.1,32.2,2011.0,1621.0,22854.324031,92.8668132
14.7,59.3,226.5,62,5.8,74,,LTU,,1620,,3779.6,29.5,2012.0,1620.0,73672.7647,93.3237967
14.7,59.3,226.5,62,5.8,74,,LTU,,1620,,3779.6,29.5,2012.0,1620.0,24658.086386000003,93.3237967
14.5,58.2,221.9,63.7,5.6,74.1,,LTU,,1606,,3713.9,34.8,2013.0,1606.0,78853.6972,93.44264079999999
14.5,58.2,221.9,63.7,5.6,74.1,,LTU,,1606,,3713.9,34.8,2013.0,1606.0,26660.577618,93.44264079999999
14.2,54.5,224.5,65.7,6.1,74.7,16.9,LTU,53.3,1599,20.3,3901.2,29.8,2014.0,1599.0,82617.2732,91.1759071
14.2,54.5,224.5,65.7,6.1,74.7,16.9,LTU,53.3,1599,20.3,3901.2,29.8,2014.0,1599.0,28174.261013,91.1759071
14,52.6,232.6,67.2,5.7,74.5,,LTU,,1622,,4084.3,29,2015.0,1622.0,83981.8598,91.3557835
14,52.6,232.6,67.2,5.7,74.5,,LTU,,1622,,4084.3,29,2015.0,1622.0,28910.313856,91.3557835
13.2,52.8,227.9,69.4,5.9,74.8,16.8,LTU,,1644,,,26.7,2016.0,1644.0,86907.2825,92.5156431
13.2,52.8,227.9,69.4,5.9,74.8,16.8,LTU,,1644,,,26.7,2016.0,1644.0,30299.959291000003,92.5156431
12.3,52.6,220.7,70.4,6.3,75.6,16.9,LTU,,1608,,,24.4,2017.0,1608.0,94052.44,92.8280377
12.3,52.6,220.7,70.4,6.3,75.6,16.9,LTU,,1608,,,24.4,2017.0,1608.0,33324.958897000004,92.8280377
12.2,39.2,220.3,64.2,,79.5,,LUX,54.8,1566,21,18448.9,16.2,2007.0,1566.0,40310.6539,65.735596
12.2,39.2,220.3,64.2,,79.5,,LUX,54.8,1566,21,18448.9,16.2,2007.0,1566.0,83858.23572699999,65.735596
12,40.3,201.1,63.4,,80.6,19.2,LUX,54.7,1567,20,19423.1,8.4,2008.0,1567.0,42362.9641,67.941704
12,40.3,201.1,63.4,,80.6,19.2,LUX,54.7,1567,20,19423.1,8.4,2008.0,1567.0,86591.985457,67.941704
12,42.5,215.2,65.2,7,80.7,19.5,LUX,58.7,1517,19,19988,9.3,2009.0,1517.0,40956.685,77.344408
12,42.5,215.2,65.2,7,80.7,19.5,LUX,58.7,1517,19,19988,9.3,2009.0,1517.0,82206.353504,77.344408
11.8,42.2,209.9,65.2,7.1,80.7,,LUX,59.1,1517,18.3,19806.9,10.3,2010.0,1517.0,43402.0476,77.677685
11.8,42.2,209.9,65.2,7.1,80.7,,LUX,59.1,1517,18.3,19806.9,10.3,2010.0,1517.0,85514.872976,77.677685
12.1,40.2,207.9,64.6,7.1,81.1,19.7,LUX,60.2,1515,16.9,18173,10.4,2011.0,1515.0,47690.505999999994,77.257648
12.1,40.2,207.9,64.6,7.1,81.1,19.7,LUX,60.2,1515,16.9,18173,10.4,2011.0,1515.0,91814.036613,77.257648
12,39.2,205.5,65.8,7,81.5,19.9,LUX,59.2,1508,16.8,19116.4,9.4,2012.0,1508.0,48646.4521,78.30249
12,39.2,205.5,65.8,7,81.5,19.9,LUX,59.2,1508,16.8,19116.4,9.4,2012.0,1508.0,91526.720705,78.30249
11.7,39.8,189.1,65.7,7.1,81.9,20.5,LUX,58.1,1503,15.7,19474.1,7.3,2013.0,1503.0,51940.0871,80.487003
11.7,39.8,189.1,65.7,7.1,81.9,20.5,LUX,58.1,1503,15.7,19474.1,7.3,2013.0,1503.0,95246.113893,80.487003
11.8,36,199.9,66.6,6.9,82.3,,LUX,53.05,1506,15.3,19496.7,11.8,2014.0,1506.0,56353.7548,81.976591
11.8,36,199.9,66.6,6.9,82.3,,LUX,53.05,1506,15.3,19496.7,11.8,2014.0,1506.0,100933.604548,81.976591
11.9,34.8,183.6,66.2,6.7,82.4,,LUX,,1514,15,19427.6,11.1,2015.0,1514.0,58544.1624,74.608368
11.9,34.8,183.6,66.2,6.7,82.4,,LUX,,1514,15,19427.6,11.1,2015.0,1514.0,102817.285634,74.608368
11.3,36,180.2,65.6,7,82.8,20.8,LUX,,1513,14.9,,7.2,2016.0,1513.0,61159.2587,78.819139
11.3,36,180.2,65.6,7,82.8,20.8,LUX,,1513,14.9,,7.2,2016.0,1513.0,104702.347523,78.819139
,36.4,,66.3,7.1,82.2,,LUX,,1507,16,,,2017.0,1507.0,64189.9612,76.69774100000001
,36.4,,66.3,7.1,82.2,,LUX,,1507,16,,,2017.0,1507.0,107525.19558800002,76.69774100000001
12.1,62.5,245,68.1,4.7,70.8,,LVA,,1687,,2339.5,19.9,2007.0,1687.0,39890.387,84.63585
12.1,62.5,245,68.1,4.7,70.8,,LVA,,1687,,2339.5,19.9,2007.0,1687.0,18123.550144999997,84.63585
11.8,61,240.8,68.2,5.1,72,,LVA,48.5,1799,27.9,2679.7,23.1,2008.0,1799.0,42310.1591,85.858515
11.8,61,240.8,68.2,5.1,72,,LVA,48.5,1799,27.9,2679.7,23.1,2008.0,1799.0,19428.605125,85.858515
9.9,60.9,245.1,60.4,4.7,72.6,,LVA,,1754,,3250.6,23.1,2009.0,1754.0,36133.912000000004,86.77631
9.9,60.9,245.1,60.4,4.7,72.6,,LVA,,1754,,3250.6,23.1,2009.0,1754.0,16869.334486,86.77631
9.8,61.7,248,58.5,,73,15.6,LVA,45.1,1738,,3427.3,19.7,2010.0,1738.0,36830.0626,88.603904
9.8,61.7,248,58.5,,73,15.6,LVA,45.1,1738,,3427.3,19.7,2010.0,1738.0,17560.803563999998,88.603904
10.1,60.2,241.5,60.8,5,73.7,,LVA,,1753,,3160.7,19.9,2011.0,1753.0,40727.3581,87.937781
10.1,60.2,241.5,60.8,5,73.7,,LVA,,1753,,3160.7,19.9,2011.0,1753.0,19781.845536,87.937781
10.2,59.9,244.7,63,5.1,73.9,,LVA,49.1,1738,,3087.1,20.5,2012.0,1738.0,43234.9688,89.102786
10.2,59.9,244.7,63,5.1,73.9,,LVA,49.1,1738,,3087.1,20.5,2012.0,1738.0,21259.78844,89.102786
10.4,58.3,241.5,65,5.1,74.1,,LVA,,1732,,3226.8,17.8,2013.0,1732.0,45639.6205,89.354376
10.4,58.3,241.5,65,5.1,74.1,,LVA,,1732,,3226.8,17.8,2013.0,1732.0,22674.545789,89.354376
10.6,56.4,240.7,66.3,5.7,74.3,16.4,LVA,53.3,1741,24.1,3282.5,18.1,2014.0,1741.0,47467.8776,86.661202
10.6,56.4,240.7,66.3,5.7,74.3,16.4,LVA,53.3,1741,24.1,3282.5,18.1,2014.0,1741.0,23802.37063,86.661202
10.8,56.2,235.9,68.1,5.9,74.6,,LVA,,1708,,3481.5,18.1,2015.0,1708.0,48891.4038,87.782047
10.8,56.2,235.9,68.1,5.9,74.6,,LVA,,1708,,3481.5,18.1,2015.0,1708.0,24726.183359,87.782047
11.2,55.3,,68.7,5.9,74.7,16.5,LVA,54.6,1709,,,,2016.0,1709.0,50634.306,88.681923
11.2,55.3,,68.7,5.9,74.7,16.5,LVA,54.6,1709,,,,2016.0,1709.0,25842.558022999998,88.681923
,53.7,,70.1,6,74.8,,LVA,,1695,,,,2017.0,1695.0,55086.4544,87.608121
,53.7,,70.1,6,74.8,,LVA,,1695,,,,2017.0,1695.0,28378.067363,87.608121
,,,,,,,MAC,,,,,,2010.0,,,
,,,,,,,MAC,,,,,,2011.0,,,
,,,,,,,MAC,,,,,,2012.0,,,
,,,,,,,MAC,,,,,,2013.0,,,
,,,,,,,MAC,,,,,,2014.0,,,
,,,,,,,MAC,,,,,,2015.0,,,
,,,,,,,MAC,,,,,,2016.0,,,
,,,,,,,MAC,,,,,,2017.0,,,
,,,,4.4,,,MAR,,,,,,2010.0,,,
,,,,5.1,,,MAR,,,,,,2011.0,,,
,,,,5,,,MAR,,,,,,2012.0,,,
,,,,5.1,,,MAR,,,,,,2013.0,,,
,,,,,,,MAR,,,,,,2014.0,,,
,,,,5.2,,,MAR,,,,,,2015.0,,,
,,,,5.4,,,MAR,,,,,,2016.0,,,
,,,,5.3,,,MAR,,,,,,2017.0,,,
,,,,4.8,,,MDA,,,,,,2007.0,,,
,,,,5.5,,,MDA,,,,,,2008.0,,,
,,,,5.6,,,MDA,,,,,,2009.0,,,
,,,,5.6,,,MDA,,,,,,2010.0,,,
,,,,5.8,,,MDA,,,,,,2011.0,,,
,,,,6,,,MDA,,,,,,2012.0,,,
,,,,5.8,,,MDA,,,,,,2013.0,,,
,,,,5.9,,,MDA,,,,,,2014.0,,,
,,,,6,,,MDA,,,,,,2015.0,,,
,,,,5.6,,,MDA,,,,,,2016.0,,,
,,,,5.3,,,MDA,,,,,,2017.0,,,
,,,,4.6,,,MDG,,,,,,2008.0,,,
,,,,,,,MDG,,,,,,2010.0,,,
,,,,4.4,,,MDG,,,,,,2011.0,,,
,,,,3.6,,,MDG,,,,,,2012.0,,,
,,,,3.8,,,MDG,,,,,,2013.0,,,
,,,,3.7,,,MDG,,,,,,2014.0,,,
,,,,3.6,,,MDG,,,,,,2015.0,,,
,,,,3.7,,,MDG,,,,,,2016.0,,,
,,,,4.1,,,MDG,,,,,,2017.0,,,
4.1,16,127.2,61,6.5,74.2,,MEX,65.6,2045,,986.3,4.5,2007.0,2045.0,1560053.9097,29.578011000000004
4.1,16,127.2,61,6.5,74.2,,MEX,65.6,2045,,986.3,4.5,2007.0,2045.0,14233.029612,29.578011000000004
4,16.2,128.4,60.7,6.8,74.1,,MEX,65.1,2105,10.8,1054.6,4.7,2008.0,2105.0,1653898.1904,29.908096
4,16.2,128.4,60.7,6.8,74.1,,MEX,65.1,2105,10.8,1054.6,4.7,2008.0,2105.0,14885.902438,29.908096
4.3,17,124.3,59.8,7,74,,MEX,,1973,7.6,1067.1,5,2009.0,1973.0,1637276.7903,31.290863
4.3,17,124.3,59.8,7,74,,MEX,,1973,7.6,1067.1,5,2009.0,1973.0,14532.386478999999,31.290863
4,17.4,124.4,59.7,6.8,74.1,,MEX,,2150,,1124.1,4.9,2010.0,2150.0,1741129.4203,32.086128
4,17.4,124.4,59.7,6.8,74.1,,MEX,,2150,,1124.1,4.9,2010.0,2150.0,15257.673578,32.086128
4,18.1,121,60,6.9,74.2,17.6,MEX,,2121,10.3,1128.1,5.1,2011.0,2121.0,1911319.0963,33.139702
4,18.1,121,60,6.9,74.2,17.6,MEX,,2121,10.3,1128.1,5.1,2011.0,2121.0,16546.641413999998,33.139702
3.9,18.3,120.2,60.9,7.3,74.4,,MEX,71.3,2120,11.8,1157.6,4.9,2012.0,2120.0,2012767.7814,33.98565699999999
3.9,18.3,120.2,60.9,7.3,74.4,,MEX,71.3,2120,11.8,1157.6,4.9,2012.0,2120.0,17220.06914,33.98565699999999
3.9,18.6,116.1,60.8,7.4,74.6,,MEX,,2136,,1213,5.1,2013.0,2136.0,2064490.9475,34.79077099999999
3.9,18.6,116.1,60.8,7.4,74.6,,MEX,,2136,,1213,5.1,2013.0,2136.0,17461.798268000002,34.79077099999999
4,19.1,117.9,60.4,6.7,74.8,,MEX,,2134,,1234.1,5.5,2014.0,2134.0,2171926.7708,35.092895999999996
4,19.1,117.9,60.4,6.7,74.8,,MEX,,2134,,1234.1,5.5,2014.0,2134.0,18167.517949,35.092895999999996
4.4,19.4,118.2,60.7,6.2,75,17.7,MEX,,2140,7.6,1280,5.5,2015.0,2140.0,2228163.875,35.66319300000001
4.4,19.4,118.2,60.7,6.2,75,17.7,MEX,,2140,7.6,1280,5.5,2015.0,2140.0,18438.044081,35.66319300000001
4.4,19.8,119.5,61,6.8,75.2,,MEX,72.5,2146,,1276.3,5.4,2016.0,2146.0,2316427.9828,36.634789000000005
4.4,19.8,119.5,61,6.8,75.2,,MEX,72.5,2146,,1276.3,5.4,2016.0,2146.0,18968.923105,36.634789000000005
,20.2,,61.1,6.4,75.4,,MEX,,2148,7.6,,,2017.0,2148.0,2424699.7322,37.661613
,20.2,,61.1,6.4,75.4,,MEX,,2148,7.6,,,2017.0,2148.0,19654.840409,37.661613
,,,,4.5,,,MKD,,,,,,2007.0,,19090.8158,
,,,,4.5,,,MKD,,,,,,2007.0,,9341.944994,
,,,,,,,MKD,,,,,,2008.0,,21537.2533,
,,,,,,,MKD,,,,,,2008.0,,10521.898657,
,,,,4.4,,,MKD,,,,,,2009.0,,22582.48,
,,,,4.4,,,MKD,,,,,,2009.0,,11012.239406,
,,,,4.2,,,MKD,,,,,,2010.0,,23345.0292,
,,,,4.2,,,MKD,,,,,,2010.0,,11360.089407,
,,,,4.9,,,MKD,,,,,,2011.0,,24064.1409,
,,,,4.9,,,MKD,,,,,,2011.0,,11689.912559999999,
,,,,4.6,,,MKD,,,,,,2012.0,,24558.7773,
,,,,4.6,,,MKD,,,,,,2012.0,,11915.697723000001,
,,,,5.2,,,MKD,,,,,,2013.0,,26269.5955,
,,,,5.2,,,MKD,,,,,,2013.0,,12727.319873999999,
,,,,5.2,,,MKD,,,,,,2014.0,,27776.0224,
,,,,5.2,,,MKD,,,,,,2014.0,,13434.782127,
,,,,5,,,MKD,,,,,,2015.0,,28759.5142,
,,,,5,,,MKD,,,,,,2015.0,,13891.968422,
,,,,5.3,,,MKD,,,,,,2016.0,,30822.7897,
,,,,5.3,,,MKD,,,,,,2016.0,,14872.346662,
,,,,5.2,,,MKD,,,,,,2017.0,,31852.3343,
,,,,4.1,,,MLI,,,,,,2008.0,,,
,,,,4,,,MLI,,,,,,2009.0,,,
,,,,3.8,,,MLI,,,,,,2010.0,,,
,,,,4.7,,,MLI,,,,,,2011.0,,,
,,,,4.3,,,MLI,,,,,,2012.0,,,
,,,,3.7,,,MLI,,,,,,2013.0,,,
,,,,4,,,MLI,,,,,,2014.0,,,
,,,,4.6,,,MLI,,,,,,2015.0,,,
,,,,4,,,MLI,,,,,,2016.0,,,
,,,,4.7,,,MLI,,,,,,2017.0,,,
,,,,,,,MLT,,,,,,2007.0,,10124.7198,
,,,,,,,MLT,,,,,,2007.0,,24892.495897999997,
,,,,,,,MLT,,,,,,2008.0,,10722.8428,
,,,,,,,MLT,,,,,,2008.0,,26193.230358,
,,,,6.3,,,MLT,,,,,,2009.0,,10782.0332,
,,,,6.3,,,MLT,,,,,,2009.0,,26141.314851,
,,,,5.8,,,MLT,,,,,,2010.0,,11527.0251,
,,,,5.8,,,MLT,,,,,,2010.0,,27811.504613,
,,,,6.2,,,MLT,,,,,,2011.0,,11899.3581,
,,,,6.2,,,MLT,,,,,,2011.0,,28585.575738,
,,,,6,,,MLT,,,,,,2012.0,,12364.4777,
,,,,6,,,MLT,,,,,,2012.0,,29434.899196,
,,,,6.4,,,MLT,,,,,,2013.0,,13239.0995,
,,,,6.4,,,MLT,,,,,,2013.0,,31072.386018,
,,,,6.5,,,MLT,,,,,,2014.0,,14510.3796,
,,,,6.5,,,MLT,,,,,,2014.0,,33366.32234,
,,,,6.6,,,MLT,,,,,,2015.0,,16108.9092,
,,,,6.6,,,MLT,,,,,,2015.0,,36171.79323,
,,,,6.6,,,MLT,,,,,,2016.0,,17461.943,
,,,,6.6,,,MLT,,,,,,2016.0,,38321.425212,
,,,,6.7,,,MLT,,,,,,2017.0,,19426.7992,
,,,,6.7,,,MLT,,,,,,2017.0,,41466.381246,
,,,,,,,MMR,,,,,,2010.0,,,
,,,,,,,MMR,,,,,,2011.0,,,
,,,,4.4,,,MMR,,,,,,2012.0,,,
,,,,4.2,,,MMR,,,,,,2013.0,,,
,,,,4.8,,,MMR,,,,,,2014.0,,,
,,,,4.2,,,MMR,,,,,,2015.0,,,
,,,,4.6,,,MMR,,,,,,2016.0,,,
,,,,4.2,,,MMR,,,,,,2017.0,,,
,,,,5.2,,,MNE,,,,,,2007.0,,,
,,,,4.8,,,MNE,,,,,,2009.0,,,
,,,,5.5,,,MNE,,,,,,2010.0,,,
,,,,5.2,,,MNE,,,,,,2011.0,,,
,,,,5.2,,,MNE,,,,,,2012.0,,,
,,,,5.1,,,MNE,,,,,,2013.0,,,
,,,,5.3,,,MNE,,,,,,2014.0,,,
,,,,5.1,,,MNE,,,,,,2015.0,,,
,,,,5.3,,,MNE,,,,,,2016.0,,,
,,,,5.6,,,MNE,,,,,,2017.0,,,
,,,,4.6,,,MNG,,,,,,2007.0,,,
,,,,4.5,,,MNG,,,,,,2008.0,,,
,,,,4.6,,,MNG,,,,,,2010.0,,,
,,,,5,,,MNG,,,,,,2011.0,,,
,,,,4.9,,,MNG,,,,,,2012.0,,,
,,,,4.9,,,MNG,,,,,,2013.0,,,
,,,,4.8,,,MNG,,,,,,2014.0,,,
,,,,5,,,MNG,,,,,,2015.0,,,
,,,,5.1,,,MNG,,,,,,2016.0,,,
,,,,5.3,,,MNG,,,,,,2017.0,,,
,,,,4.8,,,MOZ,,,,,,2007.0,,,
,,,,4.7,,,MOZ,,,,,,2008.0,,,
,,,,,,,MOZ,,,,,,2010.0,,,
,,,,5,,,MOZ,,,,,,2011.0,,,
,,,,,,,MOZ,,,,,,2012.0,,,
,,,,,,,MOZ,,,,,,2013.0,,,
,,,,,,,MOZ,,,,,,2014.0,,,
,,,,4.5,,,MOZ,,,,,,2015.0,,,
,,,,,,,MOZ,,,,,,2016.0,,,
,,,,4.3,,,MOZ,,,,,,2017.0,,,
,,,,4.1,,,MRT,,,,,,2007.0,,,
,,,,4.2,,,MRT,,,,,,2008.0,,,
,,,,4.5,,,MRT,,,,,,2009.0,,,
,,,,4.8,,,MRT,,,,,,2010.0,,,
,,,,4.8,,,MRT,,,,,,2011.0,,,
,,,,4.7,,,MRT,,,,,,2012.0,,,
,,,,4.2,,,MRT,,,,,,2013.0,,,
,,,,4.5,,,MRT,,,,,,2014.0,,,
,,,,3.9,,,MRT,,,,,,2015.0,,,
,,,,4.5,,,MRT,,,,,,2016.0,,,
,,,,4.7,,,MRT,,,,,,2017.0,,,
,,,,,,,MUS,,,,,,2010.0,,,
,,,,5.5,,,MUS,,,,,,2011.0,,,
,,,,,,,MUS,,,,,,2012.0,,,
,,,,,,,MUS,,,,,,2013.0,,,
,,,,5.6,,,MUS,,,,,,2014.0,,,
,,,,,,,MUS,,,,,,2015.0,,,
,,,,5.6,,,MUS,,,,,,2016.0,,,
,,,,6.2,,,MUS,,,,,,2017.0,,,
,,,,4.9,,,MWI,,,,,,2007.0,,,
,,,,5.1,,,MWI,,,,,,2009.0,,,
,,,,,,,MWI,,,,,,2010.0,,,
,,,,3.9,,,MWI,,,,,,2011.0,,,
,,,,4.3,,,MWI,,,,,,2012.0,,,
,,,,4,,,MWI,,,,,,2013.0,,,
,,,,4.6,,,MWI,,,,,,2014.0,,,
,,,,3.9,,,MWI,,,,,,2015.0,,,
,,,,3.5,,,MWI,,,,,,2016.0,,,
,,,,3.4,,,MWI,,,,,,2017.0,,,
,,,,6.2,,,MYS,,,,,,2007.0,,,
,,,,5.8,,,MYS,,,,,,2008.0,,,
,,,,5.4,,,MYS,,,,,,2009.0,,,
,,,,5.6,,,MYS,,,,,,2010.0,,,
,,,,5.8,,,MYS,,,,,,2011.0,,,
,,,,5.9,,,MYS,,,,,,2012.0,,,
,,,,5.8,,,MYS,,,,,,2013.0,,,
,,,,6,,,MYS,,,,,,2014.0,,,
,,,,6.3,,,MYS,,,,,,2015.0,,,
,,,,,,,MYS,,,,,,2016.0,,,
,,,,,,,MYS,,,,,,2017.0,,,
,,,,4.9,,,NAM,,,,,,2007.0,,,
,,,,,,,NAM,,,,,,2010.0,,,
,,,,,,,NAM,,,,,,2011.0,,,
,,,,,,,NAM,,,,,,2012.0,,,
,,,,,,,NAM,,,,,,2013.0,,,
,,,,4.6,,,NAM,,,,,,2014.0,,,
,,,,,,,NAM,,,,,,2015.0,,,
,,,,,,,NAM,,,,,,2016.0,,,
,,,,4.4,,,NAM,,,,,,2017.0,,,
,,,,4.3,,,NER,,,,,,2007.0,,,
,,,,4.2,,,NER,,,,,,2008.0,,,
,,,,4.3,,,NER,,,,,,2009.0,,,
,,,,4.1,,,NER,,,,,,2010.0,,,
,,,,4.6,,,NER,,,,,,2011.0,,,
,,,,3.8,,,NER,,,,,,2012.0,,,
,,,,3.7,,,NER,,,,,,2013.0,,,
,,,,4.2,,,NER,,,,,,2014.0,,,
,,,,3.7,,,NER,,,,,,2015.0,,,
,,,,4.2,,,NER,,,,,,2016.0,,,
,,,,4.6,,,NER,,,,,,2017.0,,,
,,,,4.9,,,NGA,,,,,,2007.0,,,
,,,,4.9,,,NGA,,,,,,2008.0,,,
,,,,5,,,NGA,,,,,,2009.0,,,
,,,,4.8,,,NGA,,,,,,2010.0,,,
,,,,,,,NGA,,,,,,2011.0,,,
,,,,5.5,,,NGA,,,,,,2012.0,,,
,,,,4.8,,,NGA,,,,,,2013.0,,,
,,,,,,,NGA,,,,,,2014.0,,,
,,,,4.9,,,NGA,,,,,,2015.0,,,
,,,,5.2,,,NGA,,,,,,2016.0,,,
,,,,5.3,,,NGA,,,,,,2017.0,,,
,,,,4.9,,,NIC,,,,,,2007.0,,,
,,,,,,,NIC,,,,,,2010.0,,,
,,,,,,,NIC,,,,,,2011.0,,,
,,,,,,,NIC,,,,,,2012.0,,,
,,,,,,,NIC,,,,,,2013.0,,,
,,,,,,,NIC,,,,,,2014.0,,,
,,,,,,,NIC,,,,,,2015.0,,,
,,,,,,,NIC,,,,,,2016.0,,,
,,,,,,,NIC,,,,,,2017.0,,,
9.6,42.4,240.6,73.5,,80.3,18.9,NLD,45.5,1429,23.1,7550.6,8,2007.0,1429.0,719102.6455,73.18313599999999
9.6,42.4,240.6,73.5,,80.3,18.9,NLD,45.5,1429,23.1,7550.6,8,2007.0,1429.0,43895.900712,73.18313599999999
9.7,41.1,241.2,74.9,,80.5,,NLD,46.9,1429,23.3,7258.5,8.4,2008.0,1429.0,763407.5745,73.29194799999999
9.7,41.1,241.2,74.9,,80.5,,NLD,46.9,1429,23.3,7258.5,8.4,2008.0,1429.0,46419.042594,73.29194799999999
