"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","SOCEXP","PUB","PC_GDP","A","2003",6.02,
"MEX","SOCEXP","PUB","PC_GDP","A","2004",5.954,
"MEX","SOCEXP","PUB","PC_GDP","A","2005",6.145,
"MEX","SOCEXP","PUB","PC_GDP","A","2006",6.26,
"MEX","SOCEXP","PUB","PC_GDP","A","2007",6.255,
"MEX","SOCEXP","PUB","PC_GDP","A","2008",6.704,
"MEX","SOCEXP","PUB","PC_GDP","A","2009",7.262,
"MEX","SOCEXP","PUB","PC_GDP","A","2010",7.368,
"MEX","SOCEXP","PUB","PC_GDP","A","2011",7.222,
"MEX","SOCEXP","PUB","PC_GDP","A","2012",7.235,
"MEX","SOCEXP","PUB","PC_GDP","A","2013",7.566,
"MEX","SOCEXP","PUB","PC_GDP","A","2014",7.568,
"MEX","SOCEXP","PUB","PC_GDP","A","2015",7.682,
"MEX","SOCEXP","PUB","PC_GDP","A","2016",7.521,
"MEX","SOCEXP","PUBNET","PC_GDP","A","1999",4.286,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2003",6.682,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2005",6.911,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2007",7.113,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2009",7.28,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2011",7.005,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2013",7.426,
"MEX","SOCEXP","PUBNET","PC_GDP","A","2015",7.446,
"MEX","SOCEXP","TOTNET","PC_GDP","A","1999",4.383,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2003",6.652,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2005",6.984,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2007",7.17,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2009",7.572,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2011",7.274,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2013",7.704,
"MEX","SOCEXP","TOTNET","PC_GDP","A","2015",7.74,
"MEX","SOCEXP","PUB","USD_CAP","A","1985",241.204,
"MEX","SOCEXP","PUB","USD_CAP","A","1986",208.408,
"MEX","SOCEXP","PUB","USD_CAP","A","1987",201.06,
"MEX","SOCEXP","PUB","USD_CAP","A","1988",222.167,
"MEX","SOCEXP","PUB","USD_CAP","A","1989",290.919,
"MEX","SOCEXP","PUB","USD_CAP","A","1990",382.113,
"MEX","SOCEXP","PUB","USD_CAP","A","1991",439.151,
"MEX","SOCEXP","PUB","USD_CAP","A","1992",489.03,
"MEX","SOCEXP","PUB","USD_CAP","A","1993",489.979,
"MEX","SOCEXP","PUB","USD_CAP","A","1994",548.794,
"MEX","SOCEXP","PUB","USD_CAP","A","1995",454.034,
"MEX","SOCEXP","PUB","USD_CAP","A","1996",437.184,
"MEX","SOCEXP","PUB","USD_CAP","A","1997",464.681,
"MEX","SOCEXP","PUB","USD_CAP","A","1998",540.955,
"MEX","SOCEXP","PUB","USD_CAP","A","1999",617.787,
"MEX","SOCEXP","PUB","USD_CAP","A","2000",656.384,
"MEX","SOCEXP","PUB","USD_CAP","A","2001",734.347,
"MEX","SOCEXP","PUB","USD_CAP","A","2002",776.163,
"MEX","SOCEXP","PUB","USD_CAP","A","2003",875.642,
"MEX","SOCEXP","PUB","USD_CAP","A","2004",889.474,
"MEX","SOCEXP","PUB","USD_CAP","A","2005",928.816,
"MEX","SOCEXP","PUB","USD_CAP","A","2006",977.226,
"MEX","SOCEXP","PUB","USD_CAP","A","2007",986.327,
"MEX","SOCEXP","PUB","USD_CAP","A","2008",1054.582,
"MEX","SOCEXP","PUB","USD_CAP","A","2009",1067.128,
"MEX","SOCEXP","PUB","USD_CAP","A","2010",1124.121,
"MEX","SOCEXP","PUB","USD_CAP","A","2011",1128.128,
"MEX","SOCEXP","PUB","USD_CAP","A","2012",1157.568,
"MEX","SOCEXP","PUB","USD_CAP","A","2013",1212.992,
"MEX","SOCEXP","PUB","USD_CAP","A","2014",1234.088,
"MEX","SOCEXP","PUB","USD_CAP","A","2015",1279.956,
"MEX","SOCEXP","PUB","USD_CAP","A","2016",1276.261,
"NLD","SOCEXP","PRIV","PC_GDP","A","1980",3.84,
"NLD","SOCEXP","PRIV","PC_GDP","A","1981",3.981,
"NLD","SOCEXP","PRIV","PC_GDP","A","1982",4.353,
"NLD","SOCEXP","PRIV","PC_GDP","A","1983",4.399,
"NLD","SOCEXP","PRIV","PC_GDP","A","1984",4.536,
"NLD","SOCEXP","PRIV","PC_GDP","A","1985",4.593,
"NLD","SOCEXP","PRIV","PC_GDP","A","1986",5.078,
"NLD","SOCEXP","PRIV","PC_GDP","A","1987",5.422,
"NLD","SOCEXP","PRIV","PC_GDP","A","1988",5.465,
"NLD","SOCEXP","PRIV","PC_GDP","A","1989",5.553,
"NLD","SOCEXP","PRIV","PC_GDP","A","1990",5.701,
"NLD","SOCEXP","PRIV","PC_GDP","A","1991",5.853,
"NLD","SOCEXP","PRIV","PC_GDP","A","1992",5.889,
"NLD","SOCEXP","PRIV","PC_GDP","A","1993",6.149,
"NLD","SOCEXP","PRIV","PC_GDP","A","1994",6.309,
"NLD","SOCEXP","PRIV","PC_GDP","A","1995",7.082,
"NLD","SOCEXP","PRIV","PC_GDP","A","1996",6.973,
"NLD","SOCEXP","PRIV","PC_GDP","A","1997",6.862,
"NLD","SOCEXP","PRIV","PC_GDP","A","1998",7.743,
"NLD","SOCEXP","PRIV","PC_GDP","A","1999",7.783,
"NLD","SOCEXP","PRIV","PC_GDP","A","2000",7.753,
"NLD","SOCEXP","PRIV","PC_GDP","A","2001",7.719,
"NLD","SOCEXP","PRIV","PC_GDP","A","2002",8.266,
"NLD","SOCEXP","PRIV","PC_GDP","A","2003",8.498,
"NLD","SOCEXP","PRIV","PC_GDP","A","2004",8.551,
"NLD","SOCEXP","PRIV","PC_GDP","A","2005",8.361,
"NLD","SOCEXP","PRIV","PC_GDP","A","2006",11.683,
"NLD","SOCEXP","PRIV","PC_GDP","A","2007",11.563,
"NLD","SOCEXP","PRIV","PC_GDP","A","2008",11.821,
"NLD","SOCEXP","PRIV","PC_GDP","A","2009",12.838,
"NLD","SOCEXP","PRIV","PC_GDP","A","2010",13.001,
"NLD","SOCEXP","PRIV","PC_GDP","A","2011",13.314,
"NLD","SOCEXP","PRIV","PC_GDP","A","2012",13.519,
"NLD","SOCEXP","PRIV","PC_GDP","A","2013",13.496,
"NLD","SOCEXP","PRIV","PC_GDP","A","2014",13.376,
"NLD","SOCEXP","PRIV","PC_GDP","A","2015",13.419,
"NLD","SOCEXP","PUB","PC_GDP","A","1980",23.261,
"NLD","SOCEXP","PUB","PC_GDP","A","1981",23.899,
"NLD","SOCEXP","PUB","PC_GDP","A","1982",25.364,
"NLD","SOCEXP","PUB","PC_GDP","A","1983",25.718,
"NLD","SOCEXP","PUB","PC_GDP","A","1984",24.37,
"NLD","SOCEXP","PUB","PC_GDP","A","1985",23.78,
"NLD","SOCEXP","PUB","PC_GDP","A","1986",23.206,
"NLD","SOCEXP","PUB","PC_GDP","A","1987",23.163,
"NLD","SOCEXP","PUB","PC_GDP","A","1988",22.839,
"NLD","SOCEXP","PUB","PC_GDP","A","1989",22.512,
"NLD","SOCEXP","PUB","PC_GDP","A","1990",23.989,
"NLD","SOCEXP","PUB","PC_GDP","A","1991",23.94,
"NLD","SOCEXP","PUB","PC_GDP","A","1992",24.376,
"NLD","SOCEXP","PUB","PC_GDP","A","1993",24.485,
"NLD","SOCEXP","PUB","PC_GDP","A","1994",23.136,
"NLD","SOCEXP","PUB","PC_GDP","A","1995",22.449,
"NLD","SOCEXP","PUB","PC_GDP","A","1996",22.541,
"NLD","SOCEXP","PUB","PC_GDP","A","1997",20.5,
"NLD","SOCEXP","PUB","PC_GDP","A","1998",20.246,
"NLD","SOCEXP","PUB","PC_GDP","A","1999",19.446,
"NLD","SOCEXP","PUB","PC_GDP","A","2000",18.849,
"NLD","SOCEXP","PUB","PC_GDP","A","2001",18.905,
"NLD","SOCEXP","PUB","PC_GDP","A","2002",19.32,
"NLD","SOCEXP","PUB","PC_GDP","A","2003",20.094,
"NLD","SOCEXP","PUB","PC_GDP","A","2004",19.978,
"NLD","SOCEXP","PUB","PC_GDP","A","2005",20.228,
"NLD","SOCEXP","PUB","PC_GDP","A","2006",16.468,
"NLD","SOCEXP","PUB","PC_GDP","A","2007",16.582,
"NLD","SOCEXP","PUB","PC_GDP","A","2008",15.734,
"NLD","SOCEXP","PUB","PC_GDP","A","2009",17.361,
"NLD","SOCEXP","PUB","PC_GDP","A","2010",17.782,
"NLD","SOCEXP","PUB","PC_GDP","A","2011",17.747,
"NLD","SOCEXP","PUB","PC_GDP","A","2012",18.214,
"NLD","SOCEXP","PUB","PC_GDP","A","2013",18.452,
"NLD","SOCEXP","PUB","PC_GDP","A","2014",18.098,
"NLD","SOCEXP","PUB","PC_GDP","A","2015",17.729,
"NLD","SOCEXP","PUB","PC_GDP","A","2016",17.487,
"NLD","SOCEXP","PUB","PC_GDP","A","2017",16.999,
"NLD","SOCEXP","PUB","PC_GDP","A","2018",16.679,
"NLD","SOCEXP","PUBNET","PC_GDP","A","1995",17.496,
"NLD","SOCEXP","PUBNET","PC_GDP","A","1999",15.812,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2001",16.482,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2003",17.27,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2005",17.511,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2007",14.438,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2009",14.929,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2011",15.24,
"NLD","SOCEXP","PUBNET","PC_GDP","A","2013",15.102,
"NLD","SOCEXP","TOTNET","PC_GDP","A","1995",22.365,
"NLD","SOCEXP","TOTNET","PC_GDP","A","1999",21.223,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2001",21.827,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2003",23.141,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2005",23.397,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2007",23.813,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2009",25.53,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2011",26.226,
"NLD","SOCEXP","TOTNET","PC_GDP","A","2013",26.336,
"NLD","SOCEXP","PUB","USD_CAP","A","1980",6191.168,
"NLD","SOCEXP","PUB","USD_CAP","A","1981",6267.237,
"NLD","SOCEXP","PUB","USD_CAP","A","1982",6539.095,
"NLD","SOCEXP","PUB","USD_CAP","A","1983",6741.339,
"NLD","SOCEXP","PUB","USD_CAP","A","1984",6558.279,
"NLD","SOCEXP","PUB","USD_CAP","A","1985",6535.176,
"NLD","SOCEXP","PUB","USD_CAP","A","1986",6519.776,
"NLD","SOCEXP","PUB","USD_CAP","A","1987",6589.413,
"NLD","SOCEXP","PUB","USD_CAP","A","1988",6677.046,
"NLD","SOCEXP","PUB","USD_CAP","A","1989",6832.48,
"NLD","SOCEXP","PUB","USD_CAP","A","1990",7534.319,
"NLD","SOCEXP","PUB","USD_CAP","A","1991",7640.237,
"NLD","SOCEXP","PUB","USD_CAP","A","1992",7852.961,
"NLD","SOCEXP","PUB","USD_CAP","A","1993",7930.64,
"NLD","SOCEXP","PUB","USD_CAP","A","1994",7670.01,
"NLD","SOCEXP","PUB","USD_CAP","A","1995",7635.132,
"NLD","SOCEXP","PUB","USD_CAP","A","1996",7906.203,
"NLD","SOCEXP","PUB","USD_CAP","A","1997",7459.982,
"NLD","SOCEXP","PUB","USD_CAP","A","1998",7654.518,
"NLD","SOCEXP","PUB","USD_CAP","A","1999",7671.479,
"NLD","SOCEXP","PUB","USD_CAP","A","2000",7696.416,
"NLD","SOCEXP","PUB","USD_CAP","A","2001",7823.425,
"NLD","SOCEXP","PUB","USD_CAP","A","2002",7952.076,
"NLD","SOCEXP","PUB","USD_CAP","A","2003",8255.147,
"NLD","SOCEXP","PUB","USD_CAP","A","2004",8346.987,
"NLD","SOCEXP","PUB","USD_CAP","A","2005",8612.341,
"NLD","SOCEXP","PUB","USD_CAP","A","2006",7247.383,
"NLD","SOCEXP","PUB","USD_CAP","A","2007",7550.596,
"NLD","SOCEXP","PUB","USD_CAP","A","2008",7258.545,
"NLD","SOCEXP","PUB","USD_CAP","A","2009",7667.457,
"NLD","SOCEXP","PUB","USD_CAP","A","2010",7922.223,
"NLD","SOCEXP","PUB","USD_CAP","A","2011",7999.316,
"NLD","SOCEXP","PUB","USD_CAP","A","2012",8094.276,
"NLD","SOCEXP","PUB","USD_CAP","A","2013",8160.852,
"NLD","SOCEXP","PUB","USD_CAP","A","2014",8088,
"NLD","SOCEXP","PUB","USD_CAP","A","2015",8069.129,
"NZL","SOCEXP","PRIV","PC_GDP","A","1980",0.091,
"NZL","SOCEXP","PRIV","PC_GDP","A","1982",0.091,
"NZL","SOCEXP","PRIV","PC_GDP","A","1984",0.106,
"NZL","SOCEXP","PRIV","PC_GDP","A","1985",0.111,
"NZL","SOCEXP","PRIV","PC_GDP","A","1986",0.118,
"NZL","SOCEXP","PRIV","PC_GDP","A","1987",0.133,
"NZL","SOCEXP","PRIV","PC_GDP","A","1988",0.167,
"NZL","SOCEXP","PRIV","PC_GDP","A","1989",0.172,
"NZL","SOCEXP","PRIV","PC_GDP","A","1990",0.207,
"NZL","SOCEXP","PRIV","PC_GDP","A","1991",0.271,
"NZL","SOCEXP","PRIV","PC_GDP","A","1992",0.363,
"NZL","SOCEXP","PRIV","PC_GDP","A","1993",0.377,
"NZL","SOCEXP","PRIV","PC_GDP","A","1994",0.439,
"NZL","SOCEXP","PRIV","PC_GDP","A","1995",0.46,
"NZL","SOCEXP","PRIV","PC_GDP","A","1996",0.48,
"NZL","SOCEXP","PRIV","PC_GDP","A","1997",0.498,
"NZL","SOCEXP","PRIV","PC_GDP","A","1998",0.499,
"NZL","SOCEXP","PRIV","PC_GDP","A","1999",0.484,
"NZL","SOCEXP","PRIV","PC_GDP","A","2000",0.49,
"NZL","SOCEXP","PRIV","PC_GDP","A","2001",0.496,
"NZL","SOCEXP","PRIV","PC_GDP","A","2002",0.474,
"NZL","SOCEXP","PRIV","PC_GDP","A","2003",0.441,
"NZL","SOCEXP","PRIV","PC_GDP","A","2004",0.491,
"NZL","SOCEXP","PRIV","PC_GDP","A","2005",0.513,
"NZL","SOCEXP","PRIV","PC_GDP","A","2006",0.522,
"NZL","SOCEXP","PRIV","PC_GDP","A","2007",0.508,
"NZL","SOCEXP","PRIV","PC_GDP","A","2008",0.534,
"NZL","SOCEXP","PRIV","PC_GDP","A","2009",0.629,
"NZL","SOCEXP","PRIV","PC_GDP","A","2010",0.654,
"NZL","SOCEXP","PRIV","PC_GDP","A","2011",0.663,
"NZL","SOCEXP","PRIV","PC_GDP","A","2012",0.694,
"NZL","SOCEXP","PRIV","PC_GDP","A","2013",0.705,
"NZL","SOCEXP","PRIV","PC_GDP","A","2014",0.71,
"NZL","SOCEXP","PRIV","PC_GDP","A","2015",0.707,
"NZL","SOCEXP","PRIV","PC_GDP","A","2016",0.717,
"NZL","SOCEXP","PRIV","PC_GDP","A","2017",0.705,
"NZL","SOCEXP","PUB","PC_GDP","A","1980",16.217,
"NZL","SOCEXP","PUB","PC_GDP","A","1981",16.3,
"NZL","SOCEXP","PUB","PC_GDP","A","1982",17.051,
"NZL","SOCEXP","PUB","PC_GDP","A","1983",16.697,
"NZL","SOCEXP","PUB","PC_GDP","A","1984",15.998,
"NZL","SOCEXP","PUB","PC_GDP","A","1985",16.444,
"NZL","SOCEXP","PUB","PC_GDP","A","1986",16.545,
"NZL","SOCEXP","PUB","PC_GDP","A","1987",17.335,
"NZL","SOCEXP","PUB","PC_GDP","A","1988",18.547,
"NZL","SOCEXP","PUB","PC_GDP","A","1989",19.888,
"NZL","SOCEXP","PUB","PC_GDP","A","1990",20.313,
"NZL","SOCEXP","PUB","PC_GDP","A","1991",20.727,
"NZL","SOCEXP","PUB","PC_GDP","A","1992",20.367,
"NZL","SOCEXP","PUB","PC_GDP","A","1993",18.887,
"NZL","SOCEXP","PUB","PC_GDP","A","1994",18.193,
"NZL","SOCEXP","PUB","PC_GDP","A","1995",17.694,
"NZL","SOCEXP","PUB","PC_GDP","A","1996",17.64,
"NZL","SOCEXP","PUB","PC_GDP","A","1997",18.581,
"NZL","SOCEXP","PUB","PC_GDP","A","1998",19.081,
"NZL","SOCEXP","PUB","PC_GDP","A","1999",18.486,
"NZL","SOCEXP","PUB","PC_GDP","A","2000",18.233,
"NZL","SOCEXP","PUB","PC_GDP","A","2001",17.63,
"NZL","SOCEXP","PUB","PC_GDP","A","2002",18.025,
"NZL","SOCEXP","PUB","PC_GDP","A","2003",17.51,
"NZL","SOCEXP","PUB","PC_GDP","A","2004",17.21,
"NZL","SOCEXP","PUB","PC_GDP","A","2005",17.781,
"NZL","SOCEXP","PUB","PC_GDP","A","2006",18.477,
"NZL","SOCEXP","PUB","PC_GDP","A","2007",18.254,
"NZL","SOCEXP","PUB","PC_GDP","A","2008",19.643,
"NZL","SOCEXP","PUB","PC_GDP","A","2009",20.692,
"NZL","SOCEXP","PUB","PC_GDP","A","2010",20.43,
"NZL","SOCEXP","PUB","PC_GDP","A","2011",20.043,
"NZL","SOCEXP","PUB","PC_GDP","A","2012",20.139,
"NZL","SOCEXP","PUB","PC_GDP","A","2013",19.476,
"NZL","SOCEXP","PUB","PC_GDP","A","2014",19.617,
"NZL","SOCEXP","PUB","PC_GDP","A","2015",19.211,
"NZL","SOCEXP","PUB","PC_GDP","A","2016",18.921,
"NZL","SOCEXP","PUB","PC_GDP","A","2017",18.573,
"NZL","SOCEXP","PUB","PC_GDP","A","2018",18.93,
"NZL","SOCEXP","PUBNET","PC_GDP","A","1997",15.374,
"NZL","SOCEXP","PUBNET","PC_GDP","A","1999",15.604,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2001",14.91,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2003",14.898,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2005",15.408,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2007",16.052,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2009",18.352,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2011",17.786,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2013",17.271,
"NZL","SOCEXP","PUBNET","PC_GDP","A","2015",16.983,
"NZL","SOCEXP","TOTNET","PC_GDP","A","1997",15.801,
"NZL","SOCEXP","TOTNET","PC_GDP","A","1999",16.024,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2001",15.342,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2003",15.272,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2005",15.856,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2007",16.499,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2009",18.88,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2011",18.339,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2013",17.876,
"NZL","SOCEXP","TOTNET","PC_GDP","A","2015",17.594,
"NZL","SOCEXP","PUB","USD_CAP","A","1980",3376.574,
"NZL","SOCEXP","PUB","USD_CAP","A","1981",3537.317,
"NZL","SOCEXP","PUB","USD_CAP","A","1982",3704.101,
"NZL","SOCEXP","PUB","USD_CAP","A","1983",3703.884,
"NZL","SOCEXP","PUB","USD_CAP","A","1984",3682.458,
"NZL","SOCEXP","PUB","USD_CAP","A","1985",3829.769,
"NZL","SOCEXP","PUB","USD_CAP","A","1986",3945.438,
"NZL","SOCEXP","PUB","USD_CAP","A","1987",3922.276,
"NZL","SOCEXP","PUB","USD_CAP","A","1988",4270.094,
"NZL","SOCEXP","PUB","USD_CAP","A","1989",4576.745,
"NZL","SOCEXP","PUB","USD_CAP","A","1990",4654.8,
"NZL","SOCEXP","PUB","USD_CAP","A","1991",4494.358,
"NZL","SOCEXP","PUB","USD_CAP","A","1992",4426.904,
"NZL","SOCEXP","PUB","USD_CAP","A","1993",4320.925,
"NZL","SOCEXP","PUB","USD_CAP","A","1994",4320.187,
"NZL","SOCEXP","PUB","USD_CAP","A","1995",4326.043,
"NZL","SOCEXP","PUB","USD_CAP","A","1996",4391.247,
"NZL","SOCEXP","PUB","USD_CAP","A","1997",4707.985,
"NZL","SOCEXP","PUB","USD_CAP","A","1998",4847.95,
"NZL","SOCEXP","PUB","USD_CAP","A","1999",4913.675,
"NZL","SOCEXP","PUB","USD_CAP","A","2000",4929.083,
"NZL","SOCEXP","PUB","USD_CAP","A","2001",4902.713,
"NZL","SOCEXP","PUB","USD_CAP","A","2002",5173.378,
"NZL","SOCEXP","PUB","USD_CAP","A","2003",5156.405,
"NZL","SOCEXP","PUB","USD_CAP","A","2004",5162.156,
"NZL","SOCEXP","PUB","USD_CAP","A","2005",5448.044,
"NZL","SOCEXP","PUB","USD_CAP","A","2006",5739.296,
"NZL","SOCEXP","PUB","USD_CAP","A","2007",5830.201,
"NZL","SOCEXP","PUB","USD_CAP","A","2008",6124.868,
"NZL","SOCEXP","PUB","USD_CAP","A","2009",6504.139,
"NZL","SOCEXP","PUB","USD_CAP","A","2010",6416.575,
"NZL","SOCEXP","PUB","USD_CAP","A","2011",6420.618,
"NZL","SOCEXP","PUB","USD_CAP","A","2012",6575.148,
"NZL","SOCEXP","PUB","USD_CAP","A","2013",6425.867,
"NZL","SOCEXP","PUB","USD_CAP","A","2014",6592.429,
"NZL","SOCEXP","PUB","USD_CAP","A","2015",6612.529,
"NZL","SOCEXP","PUB","USD_CAP","A","2016",6600.282,
"NZL","SOCEXP","PUB","USD_CAP","A","2017",6536.706,
"NOR","SOCEXP","PRIV","PC_GDP","A","1980",0.805,
"NOR","SOCEXP","PRIV","PC_GDP","A","1985",0.828,
"NOR","SOCEXP","PRIV","PC_GDP","A","1988",1.056,
"NOR","SOCEXP","PRIV","PC_GDP","A","1989",1.148,
"NOR","SOCEXP","PRIV","PC_GDP","A","1990",1.944,
"NOR","SOCEXP","PRIV","PC_GDP","A","1991",1.898,
"NOR","SOCEXP","PRIV","PC_GDP","A","1992",1.837,
"NOR","SOCEXP","PRIV","PC_GDP","A","1993",1.736,
"NOR","SOCEXP","PRIV","PC_GDP","A","1994",1.681,
"NOR","SOCEXP","PRIV","PC_GDP","A","1995",1.691,
"NOR","SOCEXP","PRIV","PC_GDP","A","1996",1.916,
"NOR","SOCEXP","PRIV","PC_GDP","A","1997",1.843,
"NOR","SOCEXP","PRIV","PC_GDP","A","1998",2.032,
"NOR","SOCEXP","PRIV","PC_GDP","A","1999",2.251,
"NOR","SOCEXP","PRIV","PC_GDP","A","2000",2.039,
"NOR","SOCEXP","PRIV","PC_GDP","A","2001",2.116,
"NOR","SOCEXP","PRIV","PC_GDP","A","2002",2.409,
"NOR","SOCEXP","PRIV","PC_GDP","A","2003",2.558,
"NOR","SOCEXP","PRIV","PC_GDP","A","2004",2.317,
"NOR","SOCEXP","PRIV","PC_GDP","A","2005",2.027,
"NOR","SOCEXP","PRIV","PC_GDP","A","2006",1.967,
"NOR","SOCEXP","PRIV","PC_GDP","A","2007",1.961,
"NOR","SOCEXP","PRIV","PC_GDP","A","2008",1.928,
"NOR","SOCEXP","PRIV","PC_GDP","A","2009",2.331,
"NOR","SOCEXP","PRIV","PC_GDP","A","2010",2.038,
"NOR","SOCEXP","PRIV","PC_GDP","A","2011",2.15,
"NOR","SOCEXP","PRIV","PC_GDP","A","2012",2.085,
"NOR","SOCEXP","PRIV","PC_GDP","A","2013",2.222,
"NOR","SOCEXP","PRIV","PC_GDP","A","2014",2.357,
"NOR","SOCEXP","PRIV","PC_GDP","A","2015",2.529,
"NOR","SOCEXP","PUB","PC_GDP","A","1980",16.121,
"NOR","SOCEXP","PUB","PC_GDP","A","1985",17.198,
"NOR","SOCEXP","PUB","PC_GDP","A","1988",19.971,
"NOR","SOCEXP","PUB","PC_GDP","A","1989",20.866,
"NOR","SOCEXP","PUB","PC_GDP","A","1990",21.55,
"NOR","SOCEXP","PUB","PC_GDP","A","1991",22.458,
"NOR","SOCEXP","PUB","PC_GDP","A","1992",23.346,
"NOR","SOCEXP","PUB","PC_GDP","A","1993",23.261,
"NOR","SOCEXP","PUB","PC_GDP","A","1994",23.081,
"NOR","SOCEXP","PUB","PC_GDP","A","1995",22.474,
"NOR","SOCEXP","PUB","PC_GDP","A","1996",21.681,
"NOR","SOCEXP","PUB","PC_GDP","A","1997",21.183,
"NOR","SOCEXP","PUB","PC_GDP","A","1998",22.634,
"NOR","SOCEXP","PUB","PC_GDP","A","1999",22.551,
"NOR","SOCEXP","PUB","PC_GDP","A","2000",20.402,
"NOR","SOCEXP","PUB","PC_GDP","A","2001",21.231,
"NOR","SOCEXP","PUB","PC_GDP","A","2002",22.722,
"NOR","SOCEXP","PUB","PC_GDP","A","2003",23.655,
"NOR","SOCEXP","PUB","PC_GDP","A","2004",22.296,
"NOR","SOCEXP","PUB","PC_GDP","A","2005",20.748,
"NOR","SOCEXP","PUB","PC_GDP","A","2006",19.488,
"NOR","SOCEXP","PUB","PC_GDP","A","2007",19.596,
"NOR","SOCEXP","PUB","PC_GDP","A","2008",19.212,
"NOR","SOCEXP","PUB","PC_GDP","A","2009",22.436,
"NOR","SOCEXP","PUB","PC_GDP","A","2010",22.026,
"NOR","SOCEXP","PUB","PC_GDP","A","2011",21.497,
"NOR","SOCEXP","PUB","PC_GDP","A","2012",21.426,
"NOR","SOCEXP","PUB","PC_GDP","A","2013",21.894,
"NOR","SOCEXP","PUB","PC_GDP","A","2014",22.828,
"NOR","SOCEXP","PUB","PC_GDP","A","2015",24.701,
"NOR","SOCEXP","PUB","PC_GDP","A","2016",25.734,
"NOR","SOCEXP","PUB","PC_GDP","A","2017",25.336,
"NOR","SOCEXP","PUB","PC_GDP","A","2018",24.977,
"NOR","SOCEXP","PUBNET","PC_GDP","A","1995",17.787,
"NOR","SOCEXP","PUBNET","PC_GDP","A","1997",16.711,
"NOR","SOCEXP","PUBNET","PC_GDP","A","1999",17.849,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2001",17.067,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2003",19.256,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2005",17.005,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2007",16.048,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2009",18.555,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2011",17.977,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2013",18.304,
"NOR","SOCEXP","PUBNET","PC_GDP","A","2015",20.43,
"NOR","SOCEXP","TOTNET","PC_GDP","A","1995",18.742,
"NOR","SOCEXP","TOTNET","PC_GDP","A","1997",17.747,
"NOR","SOCEXP","TOTNET","PC_GDP","A","1999",19.126,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2001",18.304,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2003",20.799,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2005",18.209,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2007",17.189,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2009",19.955,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2011",19.322,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2013",19.692,
"NOR","SOCEXP","TOTNET","PC_GDP","A","2015",21.997,
"NOR","SOCEXP","PUB","USD_CAP","A","1980",5172.414,
"NOR","SOCEXP","PUB","USD_CAP","A","1985",6434.45,
"NOR","SOCEXP","PUB","USD_CAP","A","1988",7785.263,
